protein_id,experiment_name,time_stamp,seed,ligand_chains,protein_ligand_clash_cutoff,protein_protein_clash_cutoff,protein_protein_contacts_cutoff,rmsd_after_kabsch,protein_ligand_clashes,protein_protein_clashes,clashing_residues,protein_protein_contacts,status,rejection_reason,skip_reason
thx003722,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003732,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003733,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003741,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003752,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003753,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003769,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003796,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003798,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003802,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003815,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003821,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003837,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003838,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003842,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003849,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003850,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003859,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003870,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003895,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003900,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003901,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003914,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003928,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003929,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003933,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003935,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003943,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003944,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003961,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003963,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003984,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003987,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
thx003993,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thxlarge.json
hsx015864,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,1cbh_2xseed_1xcellulose_dp20.pdb,M,0,0,7,0.391376,0,0,,8,PASSED,,
hsx015165,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,1cbh_2xseed_1xcellulose_dp20.pdb,M,0,0,7,0.376723,0,0,,9,PASSED,,
hsx015069,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,1cbh_2xseed_1xcellulose_dp20.pdb,M,0,0,7,0.354824,0,0,,13,PASSED,,
hsx015406,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,1cbh_2xseed_1xcellulose_dp20.pdb,M,0,0,7,0.372587,0,0,,24,PASSED,,
hsx015313,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,1cbh_2xseed_1xcellulose_dp20.pdb,M,0,0,7,0.396473,0,0,,26,PASSED,,
hsx015754,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,1cbh_2xseed_1xcellulose_dp20.pdb,M,0,0,7,0.37932,0,0,,41,PASSED,,
hsx015960,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,1cbh_2xseed_1xcellulose_dp20.pdb,M,0,0,7,0.364347,1,1,"[(98, 34)]",75,REJECTED,more_than_0_protein_protein_clashes;protein_ligand_clashes,
hsx015039,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,1cbh_2xseed_1xcellulose_dp20.pdb,M,0,0,7,0.351678,0,0,,122,PASSED,,
